sigma,x0,y0,theta,closure_err,t_est
0.35,0.2,0.4,4.71238898038469,1.3263947148348141e-05,28.00105720460988
0.35,0.4,0.4,4.71238898038469,1.3256833386265932e-05,28.001056802686712
0.35,0.6000000000000001,0.2,0.0,1.3256833390151712e-05,16.000000000000004
0.35,0.6000000000000001,0.4,0.0,1.3256833390151712e-05,32.00000000000001
0.35,0.6000000000000001,0.4,4.71238898038469,1.3256833386265932e-05,28.001056802686712
0.35,0.6000000000000001,0.6000000000000001,0.0,1.3256833390151712e-05,48.0
0.35,0.6000000000000001,0.6000000000000001,4.71238898038469,1.3444032596954258e-05,44.00107177862352
0.35,0.8,0.4,4.71238898038469,1.3256833386265932e-05,28.001056802686712
0.35,0.8,0.6000000000000001,4.71238898038469,1.3444032596954258e-05,44.00107177862352
0.425,0.2,0.4,4.71238898038469,6.815027765209326e-06,28.000543903027673
0.425,0.4,0.4,4.71238898038469,6.806596016373234e-06,28.000543514310316
0.425,0.6000000000000001,0.2,0.0,6.806596016595279e-06,16.000000000000004
0.425,0.6000000000000001,0.4,0.0,6.806596016595279e-06,32.00000000000001
0.425,0.6000000000000001,0.4,4.71238898038469,6.806596016373234e-06,28.000543514310316
0.425,0.6000000000000001,0.6000000000000001,0.0,6.806596016595279e-06,48.0
0.425,0.6000000000000001,0.6000000000000001,4.71238898038469,6.85726456584046e-06,44.00054756779427
0.425,0.8,0.4,4.71238898038469,6.806596016373234e-06,28.000543514310316
0.425,0.8,0.6000000000000001,4.71238898038469,6.85726456584046e-06,44.00054756779427
0.5,0.4,0.4,4.71238898038469,7.741558200047294e-07,28.00006191901631
0.5,0.6000000000000001,0.2,0.0,7.741558237794877e-07,16.000000000000004
0.5,0.6000000000000001,0.4,0.0,7.741558237794877e-07,32.00000000000001
0.5,0.6000000000000001,0.4,4.71238898038469,7.741558200047294e-07,28.00006191901631
0.5,0.6000000000000001,0.6000000000000001,0.0,7.741558237794877e-07,48.0
0.5,0.6000000000000001,0.6000000000000001,4.71238898038469,7.748282855324362e-07,44.00006197281351
0.5,0.8,0.4,4.71238898038469,7.741558200047294e-07,28.00006191901631
0.5,0.8,0.6000000000000001,4.71238898038469,7.748282855324362e-07,44.00006197281351
0.575,0.2,0.4,4.71238898038469,6.815027765209326e-06,28.000543903027673
0.575,0.4,0.4,4.71238898038469,6.806596016373234e-06,28.000543514310316
0.575,0.6000000000000001,0.2,0.0,6.806596016595279e-06,16.000000000000004
0.575,0.6000000000000001,0.4,0.0,6.806596016595279e-06,32.00000000000001
0.575,0.6000000000000001,0.4,4.71238898038469,6.806596016373234e-06,28.000543514310316
0.575,0.6000000000000001,0.6000000000000001,0.0,6.806596016595279e-06,48.0
0.575,0.6000000000000001,0.6000000000000001,4.71238898038469,6.85726456584046e-06,44.00054756779427
0.575,0.8,0.4,4.71238898038469,6.806596016373234e-06,28.000543514310316
0.575,0.8,0.6000000000000001,4.71238898038469,6.85726456584046e-06,44.00054756779427
0.65,0.2,0.4,4.71238898038469,1.3263947148348141e-05,28.00105720460988
0.65,0.4,0.4,4.71238898038469,1.3256833386265932e-05,28.001056802686712
0.65,0.6000000000000001,0.2,0.0,1.3256833390151712e-05,16.000000000000004
0.65,0.6000000000000001,0.4,0.0,1.3256833390151712e-05,32.00000000000001
0.65,0.6000000000000001,0.4,4.71238898038469,1.3256833386265932e-05,28.001056802686712
0.65,0.6000000000000001,0.6000000000000001,0.0,1.3256833390151712e-05,48.0
0.65,0.6000000000000001,0.6000000000000001,4.71238898038469,1.3444032596954258e-05,44.00107177862352
0.65,0.8,0.4,4.71238898038469,1.3256833386265932e-05,28.001056802686712
0.65,0.8,0.6000000000000001,4.71238898038469,1.3444032596954258e-05,44.00107177862352
